census_year,geo_code,geography,sex,religion,age_band,yob,population
2011,95II,Castlereagh,female,Other Christian,90+,pre-1932,38.0
2011,95II,Castlereagh,male,Other religions,90+,pre-1932,1.0
2011,95II,Castlereagh,female,Other religions,90+,pre-1932,0.0
2011,95II,Castlereagh,male,No religion,90+,pre-1932,6.0
2011,95II,Castlereagh,female,No religion,90+,pre-1932,5.0
2011,95II,Castlereagh,male,Not stated,90+,pre-1932,6.0
2011,95II,Castlereagh,female,Not stated,90+,pre-1932,41.0
2011,95JJ,Coleraine,male,Catholic,0-4,2007-2011,509.0
2011,95JJ,Coleraine,female,Catholic,0-4,2007-2011,503.0
2011,95JJ,Coleraine,male,Presbyterian,0-4,2007-2011,353.0
2011,95JJ,Coleraine,female,Presbyterian,0-4,2007-2011,324.0
2011,95JJ,Coleraine,male,Church of Ireland,0-4,2007-2011,356.0
2011,95JJ,Coleraine,female,Church of Ireland,0-4,2007-2011,304.0
2011,95JJ,Coleraine,male,Methodist,0-4,2007-2011,10.0
2011,95JJ,Coleraine,female,Methodist,0-4,2007-2011,8.0
2011,95JJ,Coleraine,male,Other Christian,0-4,2007-2011,96.0
2011,95JJ,Coleraine,female,Other Christian,0-4,2007-2011,96.0
2011,95JJ,Coleraine,male,Other religions,0-4,2007-2011,14.0
2011,95JJ,Coleraine,female,Other religions,0-4,2007-2011,13.0
2011,95JJ,Coleraine,male,No religion,0-4,2007-2011,327.0
2011,95JJ,Coleraine,female,No religion,0-4,2007-2011,279.0
2011,95JJ,Coleraine,male,Not stated,0-4,2007-2011,123.0
2011,95JJ,Coleraine,female,Not stated,0-4,2007-2011,155.0
2011,95JJ,Coleraine,male,Catholic,5-9,2002-2006,507.0
2011,95JJ,Coleraine,female,Catholic,5-9,2002-2006,481.0
2011,95JJ,Coleraine,male,Presbyterian,5-9,2002-2006,387.0
2011,95JJ,Coleraine,female,Presbyterian,5-9,2002-2006,383.0
2011,95JJ,Coleraine,male,Church of Ireland,5-9,2002-2006,383.0
2011,95JJ,Coleraine,female,Church of Ireland,5-9,2002-2006,325.0
2011,95JJ,Coleraine,male,Methodist,5-9,2002-2006,7.0
2011,95JJ,Coleraine,female,Methodist,5-9,2002-2006,8.0
2011,95JJ,Coleraine,male,Other Christian,5-9,2002-2006,94.0
2011,95JJ,Coleraine,female,Other Christian,5-9,2002-2006,97.0
2011,95JJ,Coleraine,male,Other religions,5-9,2002-2006,14.0
2011,95JJ,Coleraine,female,Other religions,5-9,2002-2006,11.0
2011,95JJ,Coleraine,male,No religion,5-9,2002-2006,216.0
2011,95JJ,Coleraine,female,No religion,5-9,2002-2006,186.0
2011,95JJ,Coleraine,male,Not stated,5-9,2002-2006,123.0
2011,95JJ,Coleraine,female,Not stated,5-9,2002-2006,126.0
2011,95JJ,Coleraine,male,Catholic,10-14,1997-2001,554.0
2011,95JJ,Coleraine,female,Catholic,10-14,1997-2001,527.0
2011,95JJ,Coleraine,male,Presbyterian,10-14,1997-2001,503.0
2011,95JJ,Coleraine,female,Presbyterian,10-14,1997-2001,492.0
2011,95JJ,Coleraine,male,Church of Ireland,10-14,1997-2001,431.0
2011,95JJ,Coleraine,female,Church of Ireland,10-14,1997-2001,410.0
2011,95JJ,Coleraine,male,Methodist,10-14,1997-2001,16.0
2011,95JJ,Coleraine,female,Methodist,10-14,1997-2001,17.0
2011,95JJ,Coleraine,male,Other Christian,10-14,1997-2001,118.0
2011,95JJ,Coleraine,female,Other Christian,10-14,1997-2001,107.0
2011,95JJ,Coleraine,male,Other religions,10-14,1997-2001,12.0
2011,95JJ,Coleraine,female,Other religions,10-14,1997-2001,12.0
2011,95JJ,Coleraine,male,No religion,10-14,1997-2001,212.0
2011,95JJ,Coleraine,female,No religion,10-14,1997-2001,200.0
2011,95JJ,Coleraine,male,Not stated,10-14,1997-2001,133.0
2011,95JJ,Coleraine,female,Not stated,10-14,1997-2001,99.0
2011,95JJ,Coleraine,male,Catholic,15-19,1992-1996,549.0
2011,95JJ,Coleraine,female,Catholic,15-19,1992-1996,628.0
2011,95JJ,Coleraine,male,Presbyterian,15-19,1992-1996,542.0
2011,95JJ,Coleraine,female,Presbyterian,15-19,1992-1996,586.0
2011,95JJ,Coleraine,male,Church of Ireland,15-19,1992-1996,426.0
2011,95JJ,Coleraine,female,Church of Ireland,15-19,1992-1996,465.0
2011,95JJ,Coleraine,male,Methodist,15-19,1992-1996,28.0
2011,95JJ,Coleraine,female,Methodist,15-19,1992-1996,49.0
2011,95JJ,Coleraine,male,Other Christian,15-19,1992-1996,127.0
2011,95JJ,Coleraine,female,Other Christian,15-19,1992-1996,166.0
2011,95JJ,Coleraine,male,Other religions,15-19,1992-1996,29.0
2011,95JJ,Coleraine,female,Other religions,15-19,1992-1996,9.0
2011,95JJ,Coleraine,male,No religion,15-19,1992-1996,312.0
2011,95JJ,Coleraine,female,No religion,15-19,1992-1996,272.0
2011,95JJ,Coleraine,male,Not stated,15-19,1992-1996,109.0
2011,95JJ,Coleraine,female,Not stated,15-19,1992-1996,113.0
2011,95JJ,Coleraine,male,Catholic,20-24,1987-1991,580.0
2011,95JJ,Coleraine,female,Catholic,20-24,1987-1991,605.0
2011,95JJ,Coleraine,male,Presbyterian,20-24,1987-1991,499.0
2011,95JJ,Coleraine,female,Presbyterian,20-24,1987-1991,535.0
2011,95JJ,Coleraine,male,Church of Ireland,20-24,1987-1991,357.0
2011,95JJ,Coleraine,female,Church of Ireland,20-24,1987-1991,365.0
2011,95JJ,Coleraine,male,Methodist,20-24,1987-1991,34.0
2011,95JJ,Coleraine,female,Methodist,20-24,1987-1991,44.0
2011,95JJ,Coleraine,male,Other Christian,20-24,1987-1991,117.0
2011,95JJ,Coleraine,female,Other Christian,20-24,1987-1991,153.0
2011,95JJ,Coleraine,male,Other religions,20-24,1987-1991,16.0
2011,95JJ,Coleraine,female,Other religions,20-24,1987-1991,14.0
2011,95JJ,Coleraine,male,No religion,20-24,1987-1991,372.0
2011,95JJ,Coleraine,female,No religion,20-24,1987-1991,270.0
2011,95JJ,Coleraine,male,Not stated,20-24,1987-1991,122.0
2011,95JJ,Coleraine,female,Not stated,20-24,1987-1991,139.0
2011,95JJ,Coleraine,male,Catholic,25-29,1982-1986,481.0
2011,95JJ,Coleraine,female,Catholic,25-29,1982-1986,549.0
2011,95JJ,Coleraine,male,Presbyterian,25-29,1982-1986,387.0
2011,95JJ,Coleraine,female,Presbyterian,25-29,1982-1986,338.0
2011,95JJ,Coleraine,male,Church of Ireland,25-29,1982-1986,258.0
2011,95JJ,Coleraine,female,Church of Ireland,25-29,1982-1986,283.0
2011,95JJ,Coleraine,male,Methodist,25-29,1982-1986,23.0
2011,95JJ,Coleraine,female,Methodist,25-29,1982-1986,14.0
2011,95JJ,Coleraine,male,Other Christian,25-29,1982-1986,72.0
2011,95JJ,Coleraine,female,Other Christian,25-29,1982-1986,105.0
2011,95JJ,Coleraine,male,Other religions,25-29,1982-1986,16.0
2011,95JJ,Coleraine,female,Other religions,25-29,1982-1986,22.0
2011,95JJ,Coleraine,male,No religion,25-29,1982-1986,251.0
2011,95JJ,Coleraine,female,No religion,25-29,1982-1986,217.0
2011,95JJ,Coleraine,male,Not stated,25-29,1982-1986,140.0
2011,95JJ,Coleraine,female,Not stated,25-29,1982-1986,132.0
2011,95JJ,Coleraine,male,Catholic,30-34,1977-1981,460.0
2011,95JJ,Coleraine,female,Catholic,30-34,1977-1981,507.0
2011,95JJ,Coleraine,male,Presbyterian,30-34,1977-1981,338.0
2011,95JJ,Coleraine,female,Presbyterian,30-34,1977-1981,346.0
2011,95JJ,Coleraine,male,Church of Ireland,30-34,1977-1981,271.0
2011,95JJ,Coleraine,female,Church of Ireland,30-34,1977-1981,324.0
2011,95JJ,Coleraine,male,Methodist,30-34,1977-1981,16.0
2011,95JJ,Coleraine,female,Methodist,30-34,1977-1981,20.0
2011,95JJ,Coleraine,male,Other Christian,30-34,1977-1981,103.0
2011,95JJ,Coleraine,female,Other Christian,30-34,1977-1981,139.0
2011,95JJ,Coleraine,male,Other religions,30-34,1977-1981,12.0
2011,95JJ,Coleraine,female,Other religions,30-34,1977-1981,14.0
2011,95JJ,Coleraine,male,No religion,30-34,1977-1981,300.0
2011,95JJ,Coleraine,female,No religion,30-34,1977-1981,220.0
2011,95JJ,Coleraine,male,Not stated,30-34,1977-1981,134.0
2011,95JJ,Coleraine,female,Not stated,30-34,1977-1981,111.0
2011,95JJ,Coleraine,male,Catholic,35-39,1972-1976,468.0
2011,95JJ,Coleraine,female,Catholic,35-39,1972-1976,521.0
2011,95JJ,Coleraine,male,Presbyterian,35-39,1972-1976,426.0
2011,95JJ,Coleraine,female,Presbyterian,35-39,1972-1976,499.0
2011,95JJ,Coleraine,male,Church of Ireland,35-39,1972-1976,329.0
2011,95JJ,Coleraine,female,Church of Ireland,35-39,1972-1976,431.0
2011,95JJ,Coleraine,male,Methodist,35-39,1972-1976,7.0
2011,95JJ,Coleraine,female,Methodist,35-39,1972-1976,20.0
2011,95JJ,Coleraine,male,Other Christian,35-39,1972-1976,98.0
2011,95JJ,Coleraine,female,Other Christian,35-39,1972-1976,121.0
2011,95JJ,Coleraine,male,Other religions,35-39,1972-1976,11.0
2011,95JJ,Coleraine,female,Other religions,35-39,1972-1976,19.0
2011,95JJ,Coleraine,male,No religion,35-39,1972-1976,285.0
2011,95JJ,Coleraine,female,No religion,35-39,1972-1976,203.0
2011,95JJ,Coleraine,male,Not stated,35-39,1972-1976,123.0
2011,95JJ,Coleraine,female,Not stated,35-39,1972-1976,101.0
2011,95JJ,Coleraine,male,Catholic,40-44,1967-1971,519.0
2011,95JJ,Coleraine,female,Catholic,40-44,1967-1971,571.0
2011,95JJ,Coleraine,male,Presbyterian,40-44,1967-1971,540.0
2011,95JJ,Coleraine,female,Presbyterian,40-44,1967-1971,591.0
2011,95JJ,Coleraine,male,Church of Ireland,40-44,1967-1971,399.0
2011,95JJ,Coleraine,female,Church of Ireland,40-44,1967-1971,485.0
2011,95JJ,Coleraine,male,Methodist,40-44,1967-1971,26.0
2011,95JJ,Coleraine,female,Methodist,40-44,1967-1971,30.0
2011,95JJ,Coleraine,male,Other Christian,40-44,1967-1971,131.0
2011,95JJ,Coleraine,female,Other Christian,40-44,1967-1971,152.0
2011,95JJ,Coleraine,male,Other religions,40-44,1967-1971,14.0
2011,95JJ,Coleraine,female,Other religions,40-44,1967-1971,23.0
2011,95JJ,Coleraine,male,No religion,40-44,1967-1971,267.0
2011,95JJ,Coleraine,female,No religion,40-44,1967-1971,205.0
2011,95JJ,Coleraine,male,Not stated,40-44,1967-1971,161.0
2011,95JJ,Coleraine,female,Not stated,40-44,1967-1971,131.0
2011,95JJ,Coleraine,male,Catholic,45-49,1962-1966,571.0
2011,95JJ,Coleraine,female,Catholic,45-49,1962-1966,545.0
2011,95JJ,Coleraine,male,Presbyterian,45-49,1962-1966,601.0
2011,95JJ,Coleraine,female,Presbyterian,45-49,1962-1966,666.0
2011,95JJ,Coleraine,male,Church of Ireland,45-49,1962-1966,443.0
2011,95JJ,Coleraine,female,Church of Ireland,45-49,1962-1966,526.0
2011,95JJ,Coleraine,male,Methodist,45-49,1962-1966,24.0
2011,95JJ,Coleraine,female,Methodist,45-49,1962-1966,32.0
2011,95JJ,Coleraine,male,Other Christian,45-49,1962-1966,132.0
2011,95JJ,Coleraine,female,Other Christian,45-49,1962-1966,152.0
2011,95JJ,Coleraine,male,Other religions,45-49,1962-1966,20.0
2011,95JJ,Coleraine,female,Other religions,45-49,1962-1966,29.0
2011,95JJ,Coleraine,male,No religion,45-49,1962-1966,280.0
2011,95JJ,Coleraine,female,No religion,45-49,1962-1966,237.0
2011,95JJ,Coleraine,male,Not stated,45-49,1962-1966,142.0
2011,95JJ,Coleraine,female,Not stated,45-49,1962-1966,125.0
2011,95JJ,Coleraine,male,Catholic,50-54,1957-1961,414.0
2011,95JJ,Coleraine,female,Catholic,50-54,1957-1961,489.0
2011,95JJ,Coleraine,male,Presbyterian,50-54,1957-1961,595.0
2011,95JJ,Coleraine,female,Presbyterian,50-54,1957-1961,593.0
2011,95JJ,Coleraine,male,Church of Ireland,50-54,1957-1961,449.0
2011,95JJ,Coleraine,female,Church of Ireland,50-54,1957-1961,449.0
2011,95JJ,Coleraine,male,Methodist,50-54,1957-1961,33.0
2011,95JJ,Coleraine,female,Methodist,50-54,1957-1961,29.0
2011,95JJ,Coleraine,male,Other Christian,50-54,1957-1961,142.0
2011,95JJ,Coleraine,female,Other Christian,50-54,1957-1961,163.0
2011,95JJ,Coleraine,male,Other religions,50-54,1957-1961,19.0
2011,95JJ,Coleraine,female,Other religions,50-54,1957-1961,16.0
2011,95JJ,Coleraine,male,No religion,50-54,1957-1961,235.0
2011,95JJ,Coleraine,female,No religion,50-54,1957-1961,188.0
2011,95JJ,Coleraine,male,Not stated,50-54,1957-1961,109.0
2011,95JJ,Coleraine,female,Not stated,50-54,1957-1961,106.0
2011,95JJ,Coleraine,male,Catholic,55-59,1952-1956,417.0
2011,95JJ,Coleraine,female,Catholic,55-59,1952-1956,381.0
2011,95JJ,Coleraine,male,Presbyterian,55-59,1952-1956,498.0
2011,95JJ,Coleraine,female,Presbyterian,55-59,1952-1956,516.0
2011,95JJ,Coleraine,male,Church of Ireland,55-59,1952-1956,394.0
2011,95JJ,Coleraine,female,Church of Ireland,55-59,1952-1956,405.0
2011,95JJ,Coleraine,male,Methodist,55-59,1952-1956,32.0
2011,95JJ,Coleraine,female,Methodist,55-59,1952-1956,24.0
2011,95JJ,Coleraine,male,Other Christian,55-59,1952-1956,114.0
2011,95JJ,Coleraine,female,Other Christian,55-59,1952-1956,110.0
2011,95JJ,Coleraine,male,Other religions,55-59,1952-1956,25.0
2011,95JJ,Coleraine,female,Other religions,55-59,1952-1956,13.0
2011,95JJ,Coleraine,male,No religion,55-59,1952-1956,210.0
2011,95JJ,Coleraine,female,No religion,55-59,1952-1956,131.0
2011,95JJ,Coleraine,male,Not stated,55-59,1952-1956,99.0
2011,95JJ,Coleraine,female,Not stated,55-59,1952-1956,81.0
2011,95JJ,Coleraine,male,Catholic,60-64,1947-1951,300.0
2011,95JJ,Coleraine,female,Catholic,60-64,1947-1951,386.0
2011,95JJ,Coleraine,male,Presbyterian,60-64,1947-1951,522.0
2011,95JJ,Coleraine,female,Presbyterian,60-64,1947-1951,562.0
2011,95JJ,Coleraine,male,Church of Ireland,60-64,1947-1951,391.0
2011,95JJ,Coleraine,female,Church of Ireland,60-64,1947-1951,414.0
2011,95JJ,Coleraine,male,Methodist,60-64,1947-1951,20.0
2011,95JJ,Coleraine,female,Methodist,60-64,1947-1951,33.0
2011,95JJ,Coleraine,male,Other Christian,60-64,1947-1951,119.0
2011,95JJ,Coleraine,female,Other Christian,60-64,1947-1951,117.0
2011,95JJ,Coleraine,male,Other religions,60-64,1947-1951,15.0
2011,95JJ,Coleraine,female,Other religions,60-64,1947-1951,16.0
2011,95JJ,Coleraine,male,No religion,60-64,1947-1951,146.0
2011,95JJ,Coleraine,female,No religion,60-64,1947-1951,139.0
2011,95JJ,Coleraine,male,Not stated,60-64,1947-1951,96.0
2011,95JJ,Coleraine,female,Not stated,60-64,1947-1951,95.0
2011,95JJ,Coleraine,male,Catholic,65-69,1942-1946,271.0
2011,95JJ,Coleraine,female,Catholic,65-69,1942-1946,304.0
2011,95JJ,Coleraine,male,Presbyterian,65-69,1942-1946,517.0
2011,95JJ,Coleraine,female,Presbyterian,65-69,1942-1946,550.0
2011,95JJ,Coleraine,male,Church of Ireland,65-69,1942-1946,355.0
2011,95JJ,Coleraine,female,Church of Ireland,65-69,1942-1946,393.0
2011,95JJ,Coleraine,male,Methodist,65-69,1942-1946,26.0
2011,95JJ,Coleraine,female,Methodist,65-69,1942-1946,36.0
2011,95JJ,Coleraine,male,Other Christian,65-69,1942-1946,95.0
2011,95JJ,Coleraine,female,Other Christian,65-69,1942-1946,118.0
2011,95JJ,Coleraine,male,Other religions,65-69,1942-1946,9.0
2011,95JJ,Coleraine,female,Other religions,65-69,1942-1946,9.0
2011,95JJ,Coleraine,male,No religion,65-69,1942-1946,126.0
2011,95JJ,Coleraine,female,No religion,65-69,1942-1946,55.0
2011,95JJ,Coleraine,male,Not stated,65-69,1942-1946,80.0
2011,95JJ,Coleraine,female,Not stated,65-69,1942-1946,76.0
2011,95JJ,Coleraine,male,Catholic,70-74,1937-1941,190.0
2011,95JJ,Coleraine,female,Catholic,70-74,1937-1941,263.0
2011,95JJ,Coleraine,male,Presbyterian,70-74,1937-1941,419.0
2011,95JJ,Coleraine,female,Presbyterian,70-74,1937-1941,517.0
2011,95JJ,Coleraine,male,Church of Ireland,70-74,1937-1941,285.0
2011,95JJ,Coleraine,female,Church of Ireland,70-74,1937-1941,387.0
2011,95JJ,Coleraine,male,Methodist,70-74,1937-1941,25.0
2011,95JJ,Coleraine,female,Methodist,70-74,1937-1941,31.0
2011,95JJ,Coleraine,male,Other Christian,70-74,1937-1941,72.0
2011,95JJ,Coleraine,female,Other Christian,70-74,1937-1941,82.0
2011,95JJ,Coleraine,male,Other religions,70-74,1937-1941,1.0
2011,95JJ,Coleraine,female,Other religions,70-74,1937-1941,11.0
2011,95JJ,Coleraine,male,No religion,70-74,1937-1941,63.0
2011,95JJ,Coleraine,female,No religion,70-74,1937-1941,49.0
2011,95JJ,Coleraine,male,Not stated,70-74,1937-1941,65.0
2011,95JJ,Coleraine,female,Not stated,70-74,1937-1941,69.0
2011,95JJ,Coleraine,male,Catholic,75-79,1932-1936,141.0
2011,95JJ,Coleraine,female,Catholic,75-79,1932-1936,186.0
2011,95JJ,Coleraine,male,Presbyterian,75-79,1932-1936,341.0
2011,95JJ,Coleraine,female,Presbyterian,75-79,1932-1936,403.0
2011,95JJ,Coleraine,male,Church of Ireland,75-79,1932-1936,210.0
2011,95JJ,Coleraine,female,Church of Ireland,75-79,1932-1936,285.0
2011,95JJ,Coleraine,male,Methodist,75-79,1932-1936,19.0
2011,95JJ,Coleraine,female,Methodist,75-79,1932-1936,22.0
2011,95JJ,Coleraine,male,Other Christian,75-79,1932-1936,60.0
2011,95JJ,Coleraine,female,Other Christian,75-79,1932-1936,58.0
2011,95JJ,Coleraine,male,Other religions,75-79,1932-1936,7.0
2011,95JJ,Coleraine,female,Other religions,75-79,1932-1936,8.0
2011,95JJ,Coleraine,male,No religion,75-79,1932-1936,41.0
2011,95JJ,Coleraine,female,No religion,75-79,1932-1936,16.0
2011,95JJ,Coleraine,male,Not stated,75-79,1932-1936,47.0
2011,95JJ,Coleraine,female,Not stated,75-79,1932-1936,60.0
2011,95JJ,Coleraine,male,Catholic,80-84,pre-1932,77.0
2011,95JJ,Coleraine,female,Catholic,80-84,pre-1932,123.0
2011,95JJ,Coleraine,male,Presbyterian,80-84,pre-1932,210.0
2011,95JJ,Coleraine,female,Presbyterian,80-84,pre-1932,333.0
2011,95JJ,Coleraine,male,Church of Ireland,80-84,pre-1932,124.0
2011,95JJ,Coleraine,female,Church of Ireland,80-84,pre-1932,177.0
2011,95JJ,Coleraine,male,Methodist,80-84,pre-1932,12.0
2011,95JJ,Coleraine,female,Methodist,80-84,pre-1932,23.0
2011,95JJ,Coleraine,male,Other Christian,80-84,pre-1932,34.0
2011,95JJ,Coleraine,female,Other Christian,80-84,pre-1932,46.0
2011,95JJ,Coleraine,male,Other religions,80-84,pre-1932,4.0
2011,95JJ,Coleraine,female,Other religions,80-84,pre-1932,6.0
2011,95JJ,Coleraine,male,No religion,80-84,pre-1932,18.0
2011,95JJ,Coleraine,female,No religion,80-84,pre-1932,21.0
2011,95JJ,Coleraine,male,Not stated,80-84,pre-1932,29.0
2011,95JJ,Coleraine,female,Not stated,80-84,pre-1932,53.0
2011,95JJ,Coleraine,male,Catholic,85-89,pre-1932,44.0
2011,95JJ,Coleraine,female,Catholic,85-89,pre-1932,89.0
2011,95JJ,Coleraine,male,Presbyterian,85-89,pre-1932,111.0
2011,95JJ,Coleraine,female,Presbyterian,85-89,pre-1932,205.0
2011,95JJ,Coleraine,male,Church of Ireland,85-89,pre-1932,73.0
2011,95JJ,Coleraine,female,Church of Ireland,85-89,pre-1932,97.0
2011,95JJ,Coleraine,male,Methodist,85-89,pre-1932,9.0
2011,95JJ,Coleraine,female,Methodist,85-89,pre-1932,22.0
2011,95JJ,Coleraine,male,Other Christian,85-89,pre-1932,18.0
2011,95JJ,Coleraine,female,Other Christian,85-89,pre-1932,23.0
2011,95JJ,Coleraine,male,Other religions,85-89,pre-1932,3.0
2011,95JJ,Coleraine,female,Other religions,85-89,pre-1932,1.0
2011,95JJ,Coleraine,male,No religion,85-89,pre-1932,8.0
2011,95JJ,Coleraine,female,No religion,85-89,pre-1932,15.0
2011,95JJ,Coleraine,male,Not stated,85-89,pre-1932,30.0
2011,95JJ,Coleraine,female,Not stated,85-89,pre-1932,42.0
2011,95JJ,Coleraine,male,Catholic,90+,pre-1932,13.0
2011,95JJ,Coleraine,female,Catholic,90+,pre-1932,51.0
2011,95JJ,Coleraine,male,Presbyterian,90+,pre-1932,38.0
2011,95JJ,Coleraine,female,Presbyterian,90+,pre-1932,118.0
2011,95JJ,Coleraine,male,Church of Ireland,90+,pre-1932,18.0
2011,95JJ,Coleraine,female,Church of Ireland,90+,pre-1932,63.0
2011,95JJ,Coleraine,male,Methodist,90+,pre-1932,2.0
2011,95JJ,Coleraine,female,Methodist,90+,pre-1932,4.0
2011,95JJ,Coleraine,male,Other Christian,90+,pre-1932,6.0
2011,95JJ,Coleraine,female,Other Christian,90+,pre-1932,12.0
2011,95JJ,Coleraine,male,Other religions,90+,pre-1932,0.0
2011,95JJ,Coleraine,female,Other religions,90+,pre-1932,4.0
2011,95JJ,Coleraine,male,No religion,90+,pre-1932,2.0
2011,95JJ,Coleraine,female,No religion,90+,pre-1932,1.0
2011,95JJ,Coleraine,male,Not stated,90+,pre-1932,4.0
2011,95JJ,Coleraine,female,Not stated,90+,pre-1932,20.0
2011,95KK,Cookstown,male,Catholic,0-4,2007-2011,852.0
2011,95KK,Cookstown,female,Catholic,0-4,2007-2011,823.0
2011,95KK,Cookstown,male,Presbyterian,0-4,2007-2011,110.0
2011,95KK,Cookstown,female,Presbyterian,0-4,2007-2011,114.0
2011,95KK,Cookstown,male,Church of Ireland,0-4,2007-2011,213.0
2011,95KK,Cookstown,female,Church of Ireland,0-4,2007-2011,176.0
2011,95KK,Cookstown,male,Methodist,0-4,2007-2011,14.0
2011,95KK,Cookstown,female,Methodist,0-4,2007-2011,13.0
2011,95KK,Cookstown,male,Other Christian,0-4,2007-2011,44.0
2011,95KK,Cookstown,female,Other Christian,0-4,2007-2011,40.0
2011,95KK,Cookstown,male,Other religions,0-4,2007-2011,1.0
2011,95KK,Cookstown,female,Other religions,0-4,2007-2011,6.0
2011,95KK,Cookstown,male,No religion,0-4,2007-2011,93.0
2011,95KK,Cookstown,female,No religion,0-4,2007-2011,86.0
2011,95KK,Cookstown,male,Not stated,0-4,2007-2011,102.0
2011,95KK,Cookstown,female,Not stated,0-4,2007-2011,115.0
2011,95KK,Cookstown,male,Catholic,5-9,2002-2006,777.0
2011,95KK,Cookstown,female,Catholic,5-9,2002-2006,698.0
2011,95KK,Cookstown,male,Presbyterian,5-9,2002-2006,122.0
2011,95KK,Cookstown,female,Presbyterian,5-9,2002-2006,119.0
2011,95KK,Cookstown,male,Church of Ireland,5-9,2002-2006,177.0
2011,95KK,Cookstown,female,Church of Ireland,5-9,2002-2006,176.0
2011,95KK,Cookstown,male,Methodist,5-9,2002-2006,12.0
2011,95KK,Cookstown,female,Methodist,5-9,2002-2006,10.0
2011,95KK,Cookstown,male,Other Christian,5-9,2002-2006,55.0
2011,95KK,Cookstown,female,Other Christian,5-9,2002-2006,63.0
2011,95KK,Cookstown,male,Other religions,5-9,2002-2006,3.0
2011,95KK,Cookstown,female,Other religions,5-9,2002-2006,2.0
2011,95KK,Cookstown,male,No religion,5-9,2002-2006,38.0
2011,95KK,Cookstown,female,No religion,5-9,2002-2006,48.0
2011,95KK,Cookstown,male,Not stated,5-9,2002-2006,74.0
2011,95KK,Cookstown,female,Not stated,5-9,2002-2006,70.0
2011,95KK,Cookstown,male,Catholic,10-14,1997-2001,777.0
2011,95KK,Cookstown,female,Catholic,10-14,1997-2001,712.0
2011,95KK,Cookstown,male,Presbyterian,10-14,1997-2001,154.0
2011,95KK,Cookstown,female,Presbyterian,10-14,1997-2001,142.0
2011,95KK,Cookstown,male,Church of Ireland,10-14,1997-2001,169.0
2011,95KK,Cookstown,female,Church of Ireland,10-14,1997-2001,162.0
2011,95KK,Cookstown,male,Methodist,10-14,1997-2001,16.0
2011,95KK,Cookstown,female,Methodist,10-14,1997-2001,18.0
2011,95KK,Cookstown,male,Other Christian,10-14,1997-2001,60.0
2011,95KK,Cookstown,female,Other Christian,10-14,1997-2001,64.0
2011,95KK,Cookstown,male,Other religions,10-14,1997-2001,2.0
2011,95KK,Cookstown,female,Other religions,10-14,1997-2001,3.0
2011,95KK,Cookstown,male,No religion,10-14,1997-2001,35.0
2011,95KK,Cookstown,female,No religion,10-14,1997-2001,40.0
2011,95KK,Cookstown,male,Not stated,10-14,1997-2001,81.0
2011,95KK,Cookstown,female,Not stated,10-14,1997-2001,68.0
2011,95KK,Cookstown,male,Catholic,15-19,1992-1996,786.0
2011,95KK,Cookstown,female,Catholic,15-19,1992-1996,769.0
2011,95KK,Cookstown,male,Presbyterian,15-19,1992-1996,172.0
2011,95KK,Cookstown,female,Presbyterian,15-19,1992-1996,155.0
2011,95KK,Cookstown,male,Church of Ireland,15-19,1992-1996,179.0
2011,95KK,Cookstown,female,Church of Ireland,15-19,1992-1996,167.0
2011,95KK,Cookstown,male,Methodist,15-19,1992-1996,25.0
2011,95KK,Cookstown,female,Methodist,15-19,1992-1996,18.0
2011,95KK,Cookstown,male,Other Christian,15-19,1992-1996,47.0
2011,95KK,Cookstown,female,Other Christian,15-19,1992-1996,64.0
2011,95KK,Cookstown,male,Other religions,15-19,1992-1996,8.0
2011,95KK,Cookstown,female,Other religions,15-19,1992-1996,5.0
2011,95KK,Cookstown,male,No religion,15-19,1992-1996,75.0
2011,95KK,Cookstown,female,No religion,15-19,1992-1996,39.0
2011,95KK,Cookstown,male,Not stated,15-19,1992-1996,71.0
2011,95KK,Cookstown,female,Not stated,15-19,1992-1996,85.0
2011,95KK,Cookstown,male,Catholic,20-24,1987-1991,808.0
2011,95KK,Cookstown,female,Catholic,20-24,1987-1991,789.0
2011,95KK,Cookstown,male,Presbyterian,20-24,1987-1991,176.0
2011,95KK,Cookstown,female,Presbyterian,20-24,1987-1991,147.0
2011,95KK,Cookstown,male,Church of Ireland,20-24,1987-1991,174.0
2011,95KK,Cookstown,female,Church of Ireland,20-24,1987-1991,183.0
2011,95KK,Cookstown,male,Methodist,20-24,1987-1991,18.0
2011,95KK,Cookstown,female,Methodist,20-24,1987-1991,21.0
2011,95KK,Cookstown,male,Other Christian,20-24,1987-1991,57.0
2011,95KK,Cookstown,female,Other Christian,20-24,1987-1991,47.0
2011,95KK,Cookstown,male,Other religions,20-24,1987-1991,10.0
2011,95KK,Cookstown,female,Other religions,20-24,1987-1991,1.0
2011,95KK,Cookstown,male,No religion,20-24,1987-1991,90.0
2011,95KK,Cookstown,female,No religion,20-24,1987-1991,69.0
2011,95KK,Cookstown,male,Not stated,20-24,1987-1991,96.0
2011,95KK,Cookstown,female,Not stated,20-24,1987-1991,106.0
2011,95KK,Cookstown,male,Catholic,25-29,1982-1986,785.0
2011,95KK,Cookstown,female,Catholic,25-29,1982-1986,792.0
2011,95KK,Cookstown,male,Presbyterian,25-29,1982-1986,152.0
2011,95KK,Cookstown,female,Presbyterian,25-29,1982-1986,150.0
